time,open,high,low,close,tick_volume,spread,real_volume
2023-04-13 10:45:00,2000.52,2002.25,2000.51,2001.7,1036,0,0
2023-04-13 11:00:00,2001.68,2002.56,2000.1,2000.64,1260,0,0
2023-04-13 11:15:00,2000.62,2001.59,1999.54,1999.94,1216,0,0
2023-04-13 11:30:00,1999.96,2000.45,1998.42,1998.62,1011,0,0
2023-04-13 11:45:00,1998.62,1999.46,1995.6,1997.86,1605,0,0
2023-04-13 12:00:00,1997.91,2000.1,1997.88,2000.0,1211,0,0
2023-04-13 12:15:00,2000.05,2001.44,1997.38,1999.05,1792,0,0
2023-04-13 12:30:00,1999.02,2002.41,1998.35,2001.45,1604,0,0
2023-04-13 12:45:00,2001.29,2003.21,1999.78,2000.88,1803,0,0
2023-04-13 13:00:00,2000.83,2003.85,2000.37,2003.03,1437,0,0
2023-04-13 13:15:00,2002.98,2004.71,2001.98,2001.99,1470,0,0
2023-04-13 13:30:00,2001.99,2003.29,2001.31,2002.47,1440,0,0
2023-04-13 13:45:00,2002.49,2004.49,2001.6,2004.44,1342,0,0
2023-04-13 14:00:00,2004.44,2006.28,2002.83,2003.08,1289,0,0
2023-04-13 14:15:00,2003.1,2003.7,2002.08,2003.54,1120,0,0
2023-04-13 14:30:00,2003.55,2004.68,2003.32,2004.17,1110,0,0
2023-04-13 14:45:00,2004.16,2006.1,2003.97,2005.22,950,0,0
2023-04-13 15:00:00,2005.29,2005.99,2004.62,2005.34,977,0,0
2023-04-13 15:15:00,2005.33,2006.57,2005.0,2005.22,964,0,0
2023-04-13 15:30:00,2005.22,2006.33,2004.81,2006.23,776,0,0
2023-04-13 15:45:00,2006.23,2006.45,2002.0,2002.12,1067,0,0
2023-04-13 16:00:00,2002.11,2003.85,2001.06,2003.66,1070,0,0
2023-04-13 16:15:00,2003.62,2005.4,2003.55,2004.09,821,0,0
2023-04-13 16:30:00,2004.08,2005.67,2003.7,2005.6,744,0,0
2023-04-13 16:45:00,2005.59,2005.91,2005.02,2005.34,681,0,0
2023-04-13 17:00:00,2005.34,2005.9,2004.91,2004.99,602,0,0
2023-04-13 17:15:00,2004.99,2005.46,2004.04,2004.5,731,0,0
2023-04-13 17:30:00,2004.45,2004.89,2004.01,2004.53,668,0,0
2023-04-13 17:45:00,2004.67,2005.15,2004.22,2004.86,813,0,0
2023-04-13 18:00:00,2004.85,2006.48,2004.84,2006.38,716,0,0
2023-04-13 18:15:00,2006.32,2006.79,2004.09,2004.58,833,0,0
2023-04-13 18:30:00,2004.59,2004.84,2003.54,2004.1,581,0,0
2023-04-13 18:45:00,2004.1,2004.66,2003.96,2003.99,227,5,0
2023-04-13 19:00:00,2003.99,2004.14,2003.71,2003.8,134,0,0
2023-04-13 19:15:00,2003.73,2003.74,2002.94,2003.19,265,3,0
2023-04-13 19:30:00,2003.19,2003.6,2003.11,2003.52,233,12,0
2023-04-13 20:45:00,2003.38,2003.78,2003.06,2003.6,230,7,0
2023-04-13 21:00:00,2003.6,2003.92,2003.21,2003.87,198,11,0
2023-04-13 21:15:00,2003.87,2004.33,2003.62,2004.15,117,8,0
2023-04-13 21:30:00,2004.11,2004.21,2003.7,2003.89,90,4,0
2023-04-13 21:45:00,2003.89,2004.02,2003.48,2003.7,128,6,0
2023-04-13 22:00:00,2003.68,2003.87,2003.48,2003.78,146,5,0
2023-04-13 22:15:00,2003.78,2004.44,2003.69,2004.44,139,3,0
2023-04-13 22:30:00,2004.44,2005.12,2004.35,2004.75,207,2,0
2023-04-13 22:45:00,2004.75,2005.32,2004.03,2005.08,393,5,0
2023-04-13 23:00:00,2005.06,2005.32,2004.21,2004.64,413,0,0
2023-04-13 23:15:00,2004.64,2005.42,2004.64,2005.1,430,3,0
2023-04-13 23:30:00,2005.06,2005.58,2004.98,2005.53,483,4,0
2023-04-13 23:45:00,2005.45,2005.75,2003.95,2004.43,643,2,0
2023-04-14 00:00:00,2004.41,2009.86,2004.25,2009.82,1191,0,0
2023-04-14 00:15:00,2009.82,2013.27,2009.48,2012.99,1125,0,0
2023-04-14 00:30:00,2012.99,2015.12,2011.89,2014.72,1099,0,0
2023-04-14 00:45:00,2014.78,2016.26,2013.96,2014.68,935,0,0
2023-04-14 01:00:00,2014.74,2016.27,2013.97,2016.07,695,3,0
2023-04-14 01:15:00,2016.02,2019.42,2015.23,2015.29,1189,0,0
2023-04-14 01:30:00,2015.26,2015.63,2013.83,2014.96,1046,0,0
2023-04-14 01:45:00,2014.97,2017.91,2014.19,2017.63,1093,1,0
2023-04-14 02:00:00,2017.64,2018.31,2016.02,2016.64,805,0,0
2023-04-14 02:15:00,2016.68,2017.76,2016.21,2017.61,368,1,0
2023-04-14 02:30:00,2017.61,2017.72,2017.1,2017.23,455,2,0
